Amps_PROFUMO_and_Amps_ICA300,NM_PROFUMO_and_Maps_PROFUMO,NM_MMP_and_Amps_ICA300,NM_PROFUMO_and_Amps_ICA300,NM_PROFUMO_and_NM_MMP,NM_PROFUMO_and_Amps_PROFUMO,Maps_PROFUMO_and_Amps_ICA300,Maps_PROFUMO_and_Amps_PROFUMO,Maps_PROFUMO_and_NM_MMP,Amps_PROFUMO_and_NM_MMP
0.1,1000000.0,10.0,1.0,10000.0,10.0,10000.0,0.01,100.0,0.1
