NM_PROFUMO_and_Maps_PROFUMO,NM_MMP_and_Amps_ICA300,NM_PROFUMO_and_Amps_ICA300,Maps_PROFUMO_and_NM_MMP,Amps_PROFUMO_and_NM_MMP,Amps_PROFUMO_and_Amps_ICA300,NM_PROFUMO_and_NM_MMP,Maps_PROFUMO_and_Amps_ICA300,Maps_PROFUMO_and_Amps_PROFUMO,NM_PROFUMO_and_Amps_PROFUMO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
