-1.0000e+00, +7.9193e-02, +1.6059e-01, -7.2273e-02, +4.9965e-03, +5.7243e-02, +1.6513e-02, +4.4753e-02, +2.9065e-02, -3.0274e-02, +1.2962e-02, -5.9823e-02, -3.8925e-03, +2.2008e-02, -1.4746e-02, +1.3493e-02, -2.2847e-02, +6.8619e-02, -6.5238e-02, -4.7312e-03, -3.9542e-02, -8.3903e-02, +3.2653e-02, +7.0986e-03, -1.3467e-02, -8.2249e-02, +3.4324e-02, -3.3899e-02, +3.7996e-02, -1.5763e-02, -6.6438e-02, -2.1339e-02, -6.6547e-02, -2.8385e-02, +9.6725e-03, -4.1697e-03, +5.1322e-02, -6.8181e-02, -1.1841e-02, +2.9372e-02, +4.9984e-02, +6.6987e-02, +2.2462e-02, -6.9519e-02, +7.6480e-02, -9.3799e-03, -6.1619e-02, +1.2095e-01, -4.5271e-02, -1.9299e-02
+7.9193e-02, -1.0000e+00, +3.4613e-02, +4.8896e-03, +4.3011e-02, +8.2397e-02, -9.1148e-02, +7.5733e-02, +5.5910e-02, +5.5751e-02, +9.2649e-02, +7.6621e-04, -5.1603e-02, +8.1733e-02, +1.7236e-01, +4.7206e-02, +1.7289e-01, +1.5939e-02, +7.5139e-02, +7.6313e-02, +4.9014e-02, +1.2581e-01, -1.5423e-02, +7.3252e-02, +1.9070e-02, -4.6262e-02, +9.2484e-02, +4.2631e-02, -1.1021e-01, +1.8170e-02, +1.2743e-01, +5.5054e-03, +1.2071e-01, +2.5474e-02, -1.2549e-02, +8.0433e-02, -1.0995e-01, +1.0702e-01, +6.4502e-03, +5.6557e-02, +1.7885e-02, -7.8709e-02, +1.0755e-01, +4.8497e-02, -8.0957e-03, +5.3500e-02, +1.8232e-01, -1.7536e-01, -5.6774e-02, -1.1486e-01
+1.6059e-01, +3.4613e-02, -1.0000e+00, +7.7163e-02, +7.1383e-02, -2.0216e-02, +5.4628e-03, +8.0085e-02, -5.9938e-02, +5.1127e-02, -7.2928e-03, -3.1597e-02, -2.2339e-02, +6.5692e-02, +3.8048e-02, -8.5233e-02, -2.7257e-04, -1.1155e-02, +4.4581e-02, +6.6170e-03, -7.2350e-02, -1.3633e-01, +6.1741e-02, -1.6234e-02, -3.3296e-02, +2.0570e-02, +8.7097e-03, +1.0839e-02, -4.9509e-02, -1.5704e-02, -4.3950e-02, -3.1502e-02, -6.7225e-02, -6.5549e-02, -3.4969e-02, -3.8253e-02, -3.2304e-02, +1.4755e-02, -3.6769e-02, +1.4949e-02, -1.5791e-02, -4.7526e-02, -1.7332e-01, -5.4792e-02, +8.9379e-02, -4.1849e-02, -4.1600e-03, -5.8600e-02, +5.0268e-02, +2.5549e-03
-7.2273e-02, +4.8896e-03, +7.7163e-02, -1.0000e+00, -1.2551e-01, -8.5921e-02, +5.9423e-03, -1.7252e-01, +3.7154e-02, +6.4468e-03, -1.2077e-01, -1.1958e-01, -7.6940e-02, -1.1989e-02, +2.7344e-02, -3.3555e-02, +3.5040e-01, -8.3909e-02, -1.7349e-04, -1.9440e-02, +7.6064e-02, +4.6670e-03, +4.9602e-02, -1.0457e-01, -1.0089e-01, -5.8563e-02, -3.2474e-02, -1.2265e-01, -1.7054e-01, -1.1556e-01, -1.0059e-01, +7.3909e-02, -8.1038e-02, -6.2615e-02, +1.0575e-01, -3.4664e-02, -1.9268e-02, -2.5473e-02, -8.7220e-02, +2.4840e-03, -4.7507e-02, -4.7353e-02, -1.9624e-01, -2.3952e-02, +9.3367e-02, +1.3633e-02, -6.6790e-02, +8.3535e-03, -5.4736e-02, +1.4269e-01
+4.9965e-03, +4.3011e-02, +7.1383e-02, -1.2551e-01, -1.0000e+00, -3.6241e-02, +2.2348e-02, -1.1794e-02, -4.3125e-02, -7.6867e-02, +1.9814e-02, -7.1199e-02, -1.0322e-01, -4.9721e-02, -3.7791e-02, +8.2812e-02, +1.9997e-01, -4.2660e-02, -1.4529e-01, -5.8848e-02, +1.2293e-03, -1.8039e-02, -1.4394e-02, -8.4155e-02, -3.5554e-02, -1.9707e-02, -1.0742e-01, -1.0769e-01, -5.8030e-02, -2.2844e-01, +9.7907e-02, +6.6298e-02, -1.2345e-02, +2.4424e-02, +2.4653e-03, +5.9631e-02, -3.3442e-02, +6.2709e-02, -8.2399e-04, -4.5608e-02, +2.3073e-02, +4.4992e-03, +1.1579e-02, -3.4442e-02, -1.3926e-01, +7.2738e-03, -1.6117e-02, +1.6290e-01, -2.9121e-03, +9.3044e-02
+5.7243e-02, +8.2397e-02, -2.0216e-02, -8.5921e-02, -3.6241e-02, -1.0000e+00, +1.3706e-02, -3.9700e-02, +1.5487e-02, -8.1038e-02, -1.2455e-01, -2.2406e-02, -5.4681e-02, -8.4046e-02, -1.7449e-01, -5.5032e-03, +4.1360e-02, -5.1019e-03, -2.2286e-01, -6.9065e-02, +6.1422e-02, -1.9240e-01, +3.5045e-02, -7.5786e-02, -5.4493e-02, +1.0264e-01, -1.2220e-01, -5.1906e-02, -1.0044e-01, +3.1352e-02, -1.3722e-01, +8.3387e-02, -7.0853e-02, +1.9410e-02, +2.3113e-02, -5.2008e-02, +2.1349e-01, -2.8490e-01, -4.9455e-03, -2.4312e-02, +7.6338e-03, +5.7811e-02, -1.1804e-01, -3.4565e-02, +1.4484e-02, +1.5413e-02, -2.3940e-01, +2.0987e-01, +5.4420e-02, +1.0471e-01
+1.6513e-02, -9.1148e-02, +5.4628e-03, +5.9423e-03, +2.2348e-02, +1.3706e-02, -1.0000e+00, +1.7395e-02, +4.8115e-03, +2.9236e-02, +1.3578e-02, +6.2138e-03, +4.7630e-02, -8.4774e-04, -6.6431e-02, -8.5021e-03, +5.2689e-02, -7.7634e-02, -3.3298e-02, -5.8646e-02, -1.2049e-02, -7.4800e-02, -1.6885e-02, +1.3217e-02, +6.2452e-02, +6.7928e-03, -1.1764e-02, -9.6613e-03, +1.2724e-03, +3.9003e-02, +2.6712e-02, -6.7240e-02, -3.9954e-02, -3.6588e-02, +6.3681e-02, +6.4014e-02, -2.2609e-03, +4.4932e-02, -2.4997e-02, +3.3805e-02, +1.3378e-02, -8.1765e-02, +1.3652e-01, -4.3483e-02, -5.8185e-02, -3.0562e-02, +4.5952e-02, +6.2471e-02, +3.3740e-02, +3.4251e-03
+4.4753e-02, +7.5733e-02, +8.0085e-02, -1.7252e-01, -1.1794e-02, -3.9700e-02, +1.7395e-02, -1.0000e+00, +7.7628e-02, +2.4332e-02, -1.0271e-01, +3.5994e-02, +2.4526e-02, +5.2655e-02, +1.0500e-02, -5.9941e-02, +7.3844e-02, -1.1000e-01, +1.1451e-01, +8.3982e-03, -9.1737e-03, +2.7823e-02, +3.8468e-02, +2.6944e-02, +1.4445e-02, +2.7531e-02, +1.2283e-02, +3.4531e-02, -4.8001e-03, +5.7012e-03, -6.2378e-02, -3.9832e-02, -3.5484e-02, -2.4749e-02, +1.3650e-01, -8.9420e-03, -1.7737e-01, +3.0096e-02, +3.4669e-02, +9.7948e-02, -1.0834e-01, +5.4670e-02, -2.2357e-01, +3.9550e-02, -1.3494e-02, +1.3283e-01, -1.9912e-02, +1.3787e-02, +6.8457e-03, +1.5246e-02
+2.9065e-02, +5.5910e-02, -5.9938e-02, +3.7154e-02, -4.3125e-02, +1.5487e-02, +4.8115e-03, +7.7628e-02, -1.0000e+00, -2.7057e-02, +2.8330e-02, +5.0277e-02, +4.3231e-02, -4.0274e-02, -2.0270e-03, +5.7344e-02, -3.8912e-02, +1.7852e-02, -4.5687e-02, +5.5439e-02, -6.7321e-02, -3.7774e-02, +5.5146e-02, +5.1311e-03, -2.5807e-02, +2.0265e-02, -7.9704e-04, -3.3836e-02, +9.4272e-02, +1.6706e-03, -5.7492e-02, -5.6343e-02, -5.1773e-02, -4.9153e-02, +3.8805e-02, -3.1559e-02, -2.6284e-02, +4.5949e-03, +2.5308e-02, -5.1146e-03, -1.7492e-02, +1.5964e-02, -4.7453e-02, +2.1148e-02, -4.1336e-03, -2.8818e-02, +3.5217e-02, +1.3980e-01, +2.9865e-02, -9.7355e-02
-3.0274e-02, +5.5751e-02, +5.1127e-02, +6.4469e-03, -7.6867e-02, -8.1038e-02, +2.9236e-02, +2.4332e-02, -2.7057e-02, -1.0000e+00, -2.3878e-02, -2.2829e-02, -5.2292e-02, +1.2863e-02, -4.2670e-02, +5.6723e-02, +1.2756e-01, +9.4365e-02, -1.1336e-01, -4.9571e-02, +1.2671e-01, -1.3433e-01, -4.7139e-02, -9.3688e-02, -7.2103e-02, +5.2870e-02, +1.1202e-02, -5.4328e-02, +1.5213e-02, -3.6021e-04, -1.0081e-02, +1.3414e-01, +1.9782e-02, -6.8561e-02, -5.2384e-02, +9.1025e-02, +1.4620e-01, -9.6387e-02, -5.4401e-02, -7.6809e-02, +6.0609e-02, -9.6874e-02, +1.4159e-01, +2.7835e-02, -2.3954e-02, +3.2722e-02, -1.3468e-02, +8.6562e-02, -4.9398e-02, -1.2999e-01
